GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor,190,0,14,0,35,0,10,0,3,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor.BoundaryProjector,317,0,34,0,66,0,23,0,6,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Plane,82,534,3,19,19,88,7,33,4,25
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,CardanEulerSingularityException,0,10,0,2,0,2,0,2,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,RotationOrder,0,124,0,0,0,34,0,6,0,6
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.RotationTransform,0,124,0,2,0,23,0,5,0,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D,8,0,0,0,4,0,4,0,4,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D.LazyHolder,6,0,0,0,1,0,1,0,1,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Segment,0,21,0,0,0,8,0,4,0,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.TranslationTransform,0,59,0,2,0,15,0,5,0,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Rotation,0,3181,6,116,0,405,6,79,0,24
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.oned,Interval,0,29,0,0,0,8,0,5,0,5
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.oned,SubOrientedPoint,2,55,0,6,1,9,1,7,1,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D.LazyHolder,6,0,0,0,1,0,1,0,1,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.oned,Vector1D,311,35,16,0,64,12,39,3,31,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.oned,Vector1DFormat,92,0,4,0,24,0,11,0,9,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.oned,IntervalsSet,32,332,9,35,6,75,8,25,1,10
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.oned,OrientedPoint,15,48,2,4,4,10,4,8,3,6
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.oned,Euclidean1D,18,0,0,0,4,0,4,0,4,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.partitioning.utilities,OrderedTuple,101,458,24,64,27,97,22,34,3,9
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.partitioning.utilities,AVLTree,13,144,7,29,3,42,7,20,0,9
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.Skew,0,34,0,0,0,7,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.Node,0,736,2,108,0,201,2,72,0,15
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.optimization.linear,SimplexTableau,50,978,11,113,14,180,14,80,3,29
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.optimization.linear,AbstractLinearOptimizer,13,52,1,1,3,17,3,8,2,8
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.optimization.linear,Relationship,3,56,0,3,1,14,1,5,1,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.optimization.linear,LinearConstraint,75,72,7,5,18,22,9,8,3,8
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.optimization.linear,NoFeasibleSolutionException,0,6,0,0,0,2,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.optimization.linear,UnboundedSolutionException,0,6,0,0,0,2,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.optimization.linear,LinearObjectiveFunction,23,72,4,4,4,19,6,8,2,8
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.optimization.linear,SimplexSolver,0,281,0,38,0,70,0,26,0,7
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathUnsupportedOperationException,11,20,0,0,3,6,3,2,3,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathIllegalNumberException,0,20,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NoDataException,0,10,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,TooManyEvaluationsException,0,10,0,0,0,3,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,ConvergenceException,0,14,0,0,0,5,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NoBracketingException,12,52,0,0,4,8,4,2,4,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathParseException,18,23,0,0,4,4,1,1,1,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,DimensionMismatchException,0,25,0,0,0,6,0,3,0,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MultiDimensionMismatchException,16,36,0,0,4,6,3,3,3,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathIllegalArgumentException,8,17,0,0,2,5,2,2,2,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NotPositiveException,0,15,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NonMonotonicSequenceException,0,68,0,6,0,19,0,9,0,6
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NumberIsTooSmallException,0,34,0,2,0,11,0,5,0,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NotStrictlyPositiveException,0,15,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MaxCountExceededException,0,30,0,0,0,7,0,3,0,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathIllegalStateException,15,31,0,0,4,9,1,5,1,5
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NumberIsTooLargeException,0,34,0,2,0,11,0,5,0,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NullArgumentException,0,11,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NotFiniteNumberException,0,12,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,ZeroException,0,13,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathInternalError,29,0,0,0,7,0,3,0,3,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathArithmeticException,7,33,0,0,2,9,2,3,2,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,OutOfRangeException,0,34,0,0,0,8,0,4,0,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,TransformerMap,36,134,8,12,9,31,8,14,1,11
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,BigReal,13,400,0,4,6,77,4,33,4,31
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,FastMathCalc,1922,0,62,0,315,0,48,0,17,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,IterationEvent,0,10,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,FastMath.ExpIntTable,0,5,0,0,0,3,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,FastMath.ExpFracTable,0,5,0,0,0,3,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,ContinuedFraction,83,178,11,19,12,45,13,7,2,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,Incrementor,5,67,0,6,1,22,0,13,0,10
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,MultidimensionalCounter.Iterator,11,94,1,7,3,17,4,7,3,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,MathArrays.OrderDirection,0,24,0,0,0,5,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,FastMath,184,8036,52,736,33,1572,44,424,1,70
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,MathArrays,287,1486,56,124,62,279,33,85,3,24
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,BigRealField.LazyHolder,0,6,0,0,0,1,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,MathUtils,40,175,22,40,7,40,16,27,0,12
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,Precision,49,480,20,79,3,101,15,58,3,17
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,Incrementor.new Incrementor.MaxCountExceededCallback() {...},0,9,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,OpenIntToFieldHashMap,12,693,0,68,5,155,2,57,2,23
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,DefaultTransformer,4,47,1,7,2,13,2,6,1,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,BigRealField,2,8,0,0,1,4,1,4,1,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,FastMath.lnMant,0,3,0,0,0,2,0,1,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,OpenIntToDoubleHashMap,0,681,0,68,0,157,0,58,0,24
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,OpenIntToDoubleHashMap.Iterator,16,96,4,12,4,22,4,9,0,5
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,CompositeFormat,0,214,1,27,0,59,1,21,0,8
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,ArithmeticUtils,0,1379,6,216,0,285,6,132,0,27
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,MultidimensionalCounter,30,229,2,22,4,47,2,18,1,7
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,Pair,31,55,7,13,7,16,7,9,2,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,OpenIntToFieldHashMap.Iterator,17,95,4,12,4,22,4,9,0,5
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,IterationManager,10,99,0,8,3,24,2,13,2,9
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,MathArrays.new Comparator() {...},13,23,2,1,3,6,2,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,ResizableDoubleArray,19,1084,8,76,5,223,8,73,0,39
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.util,FastMathLiteralArrays,0,33548,0,0,0,6085,0,6,0,6
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception.util,ArgUtils,0,55,1,7,0,9,1,4,0,1
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception.util,ExceptionContext,3,343,0,20,1,81,1,27,1,17
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception.util,DummyLocalizable,15,0,0,0,6,0,4,0,4,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception.util,LocalizedFormats,0,3468,1,1,0,324,1,4,0,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,GeometricMean,22,91,1,3,7,29,3,12,2,11
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,VectorialCovariance,60,214,9,19,13,39,9,12,1,6
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,FirstMoment,6,106,0,2,3,32,1,8,1,7
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,StandardDeviation,41,96,0,0,9,28,5,12,5,12
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,Variance,53,435,14,32,10,103,17,27,3,18
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,SemiVariance,91,158,0,14,23,36,9,16,9,9
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,Skewness,9,237,2,14,3,52,3,15,1,9
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,ThirdMoment,0,109,0,2,0,29,0,8,0,7
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,Mean,8,181,3,9,4,43,4,14,1,11
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,SemiVariance.Direction,0,37,0,0,0,9,0,3,0,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,Kurtosis,20,247,3,13,5,55,4,14,1,9
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,FourthMoment,6,107,0,2,3,27,1,7,1,6
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,SecondMoment,8,67,0,2,3,20,1,7,1,6
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.stat.descriptive.moment,VectorialMean,22,103,4,12,7,20,5,9,1,5
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Atan,5,6,0,0,1,2,1,2,1,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Max,0,7,0,0,0,2,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Asin,5,6,0,0,1,2,1,2,1,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Asin.new UnivariateFunction() {...},15,0,0,0,3,0,2,0,2,0
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Constant,0,14,0,0,0,5,0,3,0,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,StepFunction,0,78,0,14,0,22,0,9,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,HarmonicOscillator.new UnivariateFunction() {...},0,26,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Sinc.new UnivariateFunction() {...},0,9,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Sigmoid.Parametric,0,57,0,4,0,11,0,6,0,4
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Tan,5,6,0,0,1,2,1,2,1,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Cos,0,11,0,0,0,3,0,3,0,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Inverse.new UnivariateFunction() {...},0,12,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Log1p,5,6,0,0,1,2,1,2,1,2
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Sin,0,10,0,0,0,3,0,3,0,3
"commons-math3 (Apr 3, 2019 11:47:18 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.function,Inverse,0,12,0,0,0,3,0,3,0,3
