GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/main/java",org.apache.commons.logging,LogFactory.new PrivilegedAction() {...},0,22,0,2,0,5,0,3,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/main/java",org.apache.commons.logging,LogFactory.new PrivilegedAction() {...},0,5,0,0,0,3,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/main/java",org.apache.commons.logging,LogFactory.new PrivilegedAction() {...},22,22,2,2,7,5,1,3,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/main/java",org.apache.commons.logging,LogFactory.new PrivilegedAction() {...},0,15,0,0,0,3,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/main/java",org.apache.commons.logging,LogConfigurationException,40,7,2,0,8,3,5,1,4,1
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/main/java",org.apache.commons.logging,LogFactory.new PrivilegedAction() {...},66,0,8,0,21,0,6,0,2,0
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.pathable,ChildFirstTestCase,326,78,10,0,96,25,7,6,2,6
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.pathable,ParentFirstTestCase,323,72,10,0,95,23,7,6,2,6
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.pathable,GeneralTestCase,31,45,0,0,12,17,3,5,3,5
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.noop,NoOpLogTestCase,0,93,0,0,0,34,0,6,0,6
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.simple,DefaultConfigTestCase,109,162,8,2,24,59,5,14,0,14
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.simple,LogRecord,0,12,0,0,0,5,0,1,0,1
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.simple,DateTimeCustomConfigTestCase,47,35,0,0,12,16,1,5,1,5
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.simple,DecoratedSimpleLog,2,41,0,0,1,13,1,8,1,8
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.simple,CustomConfigTestCase,21,404,2,4,4,95,2,16,0,15
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.logkit,StandardTestCase,20,150,0,0,5,51,0,9,0,9
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.tccl.logfactory,TcclEnabledTestCase,103,33,0,0,31,14,0,6,0,6
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.tccl.logfactory,TcclDisabledTestCase,120,28,2,0,33,11,1,6,0,6
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.impl,WeakHashtableTestCase.StupidThread,0,30,0,4,0,7,0,4,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.impl,WeakHashtableTestCase,109,644,10,22,30,126,8,24,1,15
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.tccl.log,TcclDisabledTestCase,120,38,2,0,32,16,1,6,0,6
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.tccl.log,TcclEnabledTestCase,103,43,0,0,28,19,0,6,0,6
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.jdk14,DefaultConfigTestCase,49,110,0,0,15,38,1,9,1,9
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.jdk14,CustomConfigTestCase,279,338,14,4,73,86,10,17,2,16
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.jdk14,CustomConfigFullTestCase,14,31,0,0,3,9,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.jdk14,CustomConfigAPITestCase,25,23,0,0,6,7,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.jdk14,TestHandler,10,13,0,0,4,4,2,3,2,3
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.servlet,BasicServletTestCase,25,38,0,0,6,11,0,3,0,3
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.security,DummyClass,9,0,0,0,4,0,1,0,1,0
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.security,SecurityForbiddenTestCase.CustomHashtable,3,0,0,0,1,0,1,0,1,0
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.security,SecurityAllowedTestCase,40,105,0,0,8,30,0,5,0,5
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.security,SecurityForbiddenTestCase,226,27,2,0,59,7,5,3,4,3
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.security,MockSecurityManager,77,179,13,21,7,42,11,11,0,5
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.security,SecurityAllowedTestCase.CustomHashtable,3,0,0,0,1,0,1,0,1,0
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.config,FirstPriorityConfigTestCase,93,35,0,0,21,13,0,5,0,5
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.config,PriorityConfigTestCase,99,26,0,0,22,10,0,5,0,5
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.tccl,NullTCCLTestCase,0,18,0,0,0,6,0,3,0,3
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.tccl,BadTCCLTestCase,0,28,0,0,0,8,0,3,0,3
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,AltHashtableTestCase,27,33,0,0,9,13,1,4,1,4
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,LoadTestCase.AppClassLoader,18,95,1,9,4,20,1,7,0,3
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,LogTestCase,0,8,0,0,0,2,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,AltHashtable,12,0,0,0,4,0,2,0,2,0
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,AbstractLogTest,0,213,0,0,0,28,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,BadHashtablePropertyTestCase,0,11,0,0,0,5,0,3,0,3
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,PathableTestSuite,0,28,0,0,0,11,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,BasicOperationsTestCase,33,126,0,0,9,43,0,10,0,10
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,PathableClassLoader,177,181,29,23,52,52,24,16,4,10
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,SimpleLogTestCase,0,10,0,0,0,2,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,LoadTestCase,21,128,1,1,8,38,1,8,0,8
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,DummyException,0,3,0,0,0,2,0,1,0,1
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,UserClass,13,0,0,0,6,0,2,0,2,0
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging,NullClassLoaderTestCase,0,4,0,0,0,2,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.avalon,AvalonLoggerTestCase,0,21,0,0,0,6,0,3,0,3
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.log4j.log4j12,TestAppender,41,7,4,0,13,4,4,2,2,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.log4j.log4j12,ParentClasspathStandardTestCase,24,13,0,0,7,3,1,1,1,1
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.log4j.log4j12,ApiClasspathStandardTestCase,30,10,0,0,9,2,1,1,1,1
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.log4j.log4j12,ChildClasspathStandardTestCase,22,15,0,0,7,3,1,1,1,1
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.log4j.log4j12,AppClasspathStandardTestCase,22,10,0,0,7,2,1,1,1,1
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.log4j.log4j12,Log4j12StandardTests,0,19,0,0,0,7,0,2,0,2
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.log4j,StandardTests.LogEvent,3,0,0,0,1,0,1,0,1,0
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.log4j,StandardTests,117,148,8,0,24,50,5,9,1,9
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.tccl.custom,MyLogFactoryImpl,14,0,0,0,8,0,8,0,8,0
"commons-logging-code-coverage (Mar 26, 2019 9:51:59 PM)/commons-logging/src/test/java",org.apache.commons.logging.tccl.custom,MyLog,27,0,0,0,19,0,19,0,19,0
